,Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Club,League,Country,Height(cm),Weight(kg),Body Type
3403,Nico Schulz,77,LB,Rare,1900.0,3,2,H \ M,86,51,72,73,72,76,-37,430,1986,Dortmund,Bundesliga,Germany,181,83, Average
3404,Callum Hudson-Odoi,77,RW,Rare,1800.0,4,3,H \ M,82,67,74,81,40,59,93,403,1897,Chelsea,Premier League,England,178,79, Average
3405,Giovanni Reyna,77,CAM,Rare,2100.0,4,2,M \ M,77,71,74,82,36,71,92,411,1939,Dortmund,Bundesliga,United States,185,79, High & Average
3406,Thomas Meunier,77,RB,Rare,2800.0,3,4,H \ M,73,74,72,72,73,80,26,444,2096,Dortmund,Bundesliga,Belgium,191,90, High & Average
3407,Dani Ceballos,77,CM,Rare,1500.0,4,3,M \ M,60,68,77,82,66,67,-11,420,2030,Real Madrid,LaLiga Santander,Spain,179,68, Lean
3408,Roman Yaremchuk,77,ST,Non-Rare,1300.0,3,3,H \ M,79,76,70,71,45,75,56,416,1937,SL Benfica,Liga NOS (POR 1),Ukraine,191,79, High & Average
3409,André Almeida,77,RB,Rare,2700.0,3,3,M \ H,66,63,75,74,79,75,6,432,2043,SL Benfica,Liga NOS (POR 1),Portugal,186,80, High & Average
3410,Adel Taarabt,77,CM,Non-Rare,1500.0,4,4,M \ M,68,69,77,84,65,74,110,437,2090,SL Benfica,Liga NOS (POR 1),Morocco,180,76, Average
3411,Gedson Fernandes,77,CM,Rare,1400.0,3,3,H \ H,79,70,75,80,71,75,170,450,2134,SL Benfica,Liga NOS (POR 1),Portugal,181,71, Lean
3412,Roberto Gagliardini,77,CDM,Non-Rare,1600.0,3,3,M \ H,53,63,71,73,77,75,0,412,1972,Inter,Serie A TIM,Italy,188,77, High & Average
3413,Iván Marcano Sierra,77,CB,Non-Rare,9000.0,2,3,L \ M,55,46,60,59,79,74,12,373,1764,FC Porto,Liga NOS (POR 1),Spain,189,77, High & Average
3414,Wilson Manafá,77,RB,Non-Rare,1500.0,3,4,H \ M,87,60,67,76,70,69,208,429,2006,FC Porto,Liga NOS (POR 1),Portugal,177,69, Lean
3415,Zack Steffen,77,GK,Non-Rare,1400.0,1,3,M \ M,78,73,74,83,53,72,6,433,997,Manchester City,Premier League,United States,191,86, High & Stocky
3416,Ciprian Tătărușanu,77,GK,Normal,1600.0,1,3,M \ M,77,74,74,78,45,78,59,426,901,Milan,Serie A TIM,Romania,198,90, High & Average+
3418,Rafael Leão,77,LW,Normal,10000.0,4,4,M \ L,88,73,68,79,27,70,258,405,1857,Milan,Serie A TIM,Portugal,188,81, High & Average+
3419,Valentino Lazaro,77,RM,Normal,3200.0,4,3,H \ H,78,69,75,78,69,66,35,435,2073,SL Benfica,Liga NOS (POR 1),Austria,180,75, Lean
3420,Sergio Rico González,77,GK,Normal,1600.0,1,3,M \ M,77,74,77,80,47,74,28,429,890,Paris SG,Ligue 1,Spain,196,90, High & Average
3421,Diego Llorente,77,CB,Normal,1500.0,2,3,M \ M,71,40,62,65,76,78,31,392,1813,Leeds United,Premier League,Spain,186,76, High & Average+
3422,Daniel James,77,RM,Normal,1500.0,3,4,H \ H,95,72,70,76,46,63,274,422,1947,Leeds United,Premier League,Wales,170,76, Average
3423,Robin Koch,77,CB,Normal,10000.0,2,4,M \ H,66,38,61,64,78,75,33,382,1762,Leeds United,Premier League,Germany,191,83, High & Average+
3424,Illan Meslier,77,GK,Normal,1500.0,1,2,M \ M,79,76,73,81,36,73,134,418,877,Leeds United,Premier League,France,196,74, High & Average+
3425,Juan Dinenno,77,ST,Normal,1500.0,2,3,H \ L,69,78,57,68,27,73,34,372,1770,Pumas,LIGA BBVA MX (MEX 1),Argentina,186,83, High & Average
3426,Ben Godfrey,77,CB,Normal,1400.0,2,3,M \ H,83,44,61,66,76,82,1082,412,1867,Everton,Premier League,England,183,79, Average
3427,Harry Winks,77,CDM,Normal,3000.0,3,3,M \ H,60,58,76,80,71,68,-3,413,1997,Spurs,Premier League,England,176,74, Average
3428,Edson Álvarez,77,CDM,Normal,1500.0,2,3,M \ H,69,53,66,65,79,84,76,416,1954,Ajax,Eredivisie,Mexico,187,73, High & Average
3429,Mohammed Kudus,77,CAM,Normal,1600.0,4,3,H \ H,88,72,70,82,60,75,194,447,2060,Ajax,Eredivisie,Ghana,177,70, Average
3430,Jordan Larsson,77,ST,Normal,1800.0,3,3,H \ H,84,78,74,79,29,72,108,416,1981,Spartak Moscow,League of Russia (RUS 1),Sweden,175,68, Lean
3431,Georgiy Dzhikiya,77,CB,Normal,1400.0,2,3,H \ H,80,53,61,64,79,81,176,418,1934,Spartak Moscow,League of Russia (RUS 1),Russia,188,86, High & Average
3432,Fabricio Bustos,77,RB,Sudamericana,3000.0,4,3,H \ H,84,64,72,77,70,86,74,453,2058,Independiente,CONMEBOL Sudamericana,Argentina,167,66, Short & Lean-
3433,Edwin Cardona,77,CAM,Libertadores,2000.0,3,4,M \ L,54,78,81,76,36,77,9,402,1939,Boca Juniors,CONMEBOL Libertadores,Colombia,183,92, Stocky
3434,Agustín Rossi,77,GK,Libertadores,1700.0,1,2,M \ M,76,74,73,77,41,79,23,420,964,Boca Juniors,CONMEBOL Libertadores,Argentina,195,95, High & Average
3435,Jordan Amavi,77,LB,Normal,1400.0,3,5,H \ M,76,65,70,74,75,76,48,436,2067,OM,Ligue 1,France,176,70, Average
3436,Valentin Rongier,77,CM,Normal,1800.0,3,4,M \ M,69,67,76,77,74,74,28,437,2109,OM,Ligue 1,France,172,70, Lean
3437,Cengiz Ünder,77,RM,Normal,3200.0,3,4,M \ M,81,75,73,81,37,52,89,399,1905,OM,Ligue 1,Turkey,173,66, Average
3438,Mattéo Guendouzi,77,CDM,Normal,2900.0,3,3,M \ H,74,63,75,75,72,76,140,435,2077,OM,Ligue 1,France,185,68, High & Average+
3439,Carles Gil Pareja,77,RM,Normal,1600.0,4,4,H \ M,63,69,79,78,39,64,25,392,1901,New England,Major League Soccer,Spain,170,66, Short & Lean-
3440,Quaresma,77,RW,Normal,5000.0,5,4,H \ L,72,71,78,84,24,60,446,389,1920,V. Guimarães,Liga NOS (POR 1),Portugal,175,68, Average
3441,Allan McGregor,77,GK,Normal,10000.0,1,3,M \ M,77,75,70,79,36,78,30,415,994,Rangers,Scottish Premiership (SPFL),Scotland,183,74, Average
3442,Diego López Rodríguez,77,GK,Normal,2000.0,1,3,M \ M,73,76,71,75,44,79,24,418,894,RCD Espanyol,LaLiga Santander,Spain,196,89, High & Average+
3443,Roberto Soldado Rillo,77,ST,Normal,3000.0,3,4,H \ L,53,79,71,74,44,69,28,390,1944,Levante UD,LaLiga Santander,Spain,180,74, Average
3444,Jorge Molina Vidal,77,ST,Normal,1500.0,3,4,M \ M,36,81,67,68,41,70,47,363,1777,Granada CF,LaLiga Santander,Spain,188,72, High & Average
3445,Lucas Biglia,77,CDM,Normal,1400.0,3,4,M \ M,41,63,78,77,75,64,12,398,2019,Karagümrük SK,Süper Lig (TUR 1),Argentina,178,63, Average
3446,Ștefan Radu,77,CB,Normal,1400.0,3,3,M \ H,61,64,65,68,82,73,21,413,1967,SS Lazio,Serie A TIM,Romania,183,79, Average
3448,Tim Krul,77,GK,Normal,1600.0,1,2,M \ M,77,75,71,79,40,77,48,419,918,Norwich,Premier League,Netherlands,188,74, High & Average+
3450,Sokratis,77,CB,Normal,1500.0,2,2,L \ H,63,53,53,60,78,80,44,387,1798,Olympiacos CFP,Hellas Liga (GRE 1),Greece,186,82, Unique
3451,Joselu,77,ST,Normal,1500.0,3,3,M \ M,55,78,68,72,30,70,29,373,1817,D. Alavés,LaLiga Santander,Spain,192,80, High & Average+
3452,Kévin Gameiro,77,ST,Normal,1500.0,3,4,M \ M,83,77,74,75,41,67,39,417,2030,Strasbourg,Ligue 1,France,172,70, Stocky
3453,Mathieu Valbuena,77,LW,Normal,1500.0,3,4,H \ M,67,75,79,78,34,47,-58,380,1904,Olympiacos CFP,Hellas Liga (GRE 1),France,167,58, Short & Lean-
3454,Damien Da Silva,77,CB,Normal,1500.0,2,4,M \ H,50,37,59,55,78,78,-4,357,1722,OL,Ligue 1,France,184,83, Average
3455,Guilherme Alvim Marinato,77,GK,Normal,2400.0,1,2,M \ M,81,71,73,80,38,76,5,419,902,Lokomotiv Moscow,League of Russia (RUS 1),Russia,195,95, High & Average+
3456,Ondřej Kúdela,77,CB,Normal,1400.0,2,3,M \ H,71,55,67,69,80,75,-124,417,2002,Slavia Praha,Česká Liga (CZE 1),Czech Republic,182,78, Average
3457,Makoto Hasebe,77,CDM,Normal,1500.0,3,3,M \ M,51,51,73,71,76,62,20,384,1914,Frankfurt,Bundesliga,Japan,180,72, Lean
3458,Stevan Jovetić,77,ST,Normal,1500.0,3,4,M \ L,65,79,76,79,35,60,45,394,1950,Hertha Berlin,Bundesliga,Montenegro,183,79, Average
3459,Max-Alain Gradel,77,LM,Normal,2300.0,4,4,H \ M,78,77,71,80,42,63,17,411,1989,Sivasspor,Süper Lig (TUR 1),Côte d'Ivoire,175,70, Lean
3460,Víctor Díaz,77,RB,Normal,1700.0,3,3,M \ H,71,56,68,67,75,75,16,412,1925,Granada CF,LaLiga Santander,Spain,184,72, Lean
3461,Pablo Piatti,77,RM,Normal,1500.0,3,2,H \ M,82,74,74,78,47,56,26,411,2000,Elche CF,LaLiga Santander,Argentina,163,63, Short & Lean-
3462,Luis Montes,77,CM,Normal,1500.0,3,3,H \ H,62,73,77,80,59,69,19,420,2093,León,LIGA BBVA MX (MEX 1),Mexico,166,68, Short & Lean-
3463,Alan Kardec,77,ST,Normal,1400.0,3,3,M \ L,77,77,64,71,34,78,14,401,1899,Shenzhen Kaisa,Chinese FA Super L. (CHN 1),Brazil,190,80, High & Average
3464,Luiz Gustavo Dias,77,CDM,Normal,1700.0,3,3,M \ H,53,57,68,69,75,80,41,402,1958,Fenerbahçe,Süper Lig (TUR 1),Brazil,187,78, High & Average
3467,Manuel Lanzini,77,CAM,Normal,1400.0,4,3,M \ M,71,72,77,81,32,42,37,375,1886,West Ham,Premier League,Argentina,167,59, Short & Lean-
3469,Salomón Rondón,77,ST,Normal,1800.0,3,4,M \ L,69,76,66,71,32,81,48,395,1915,Everton,Premier League,Venezuela,186,86, High & Average
3470,Aridane,77,CB,Normal,1800.0,2,3,M \ H,56,36,54,55,76,84,18,361,1724,CA Osasuna,LaLiga Santander,Spain,186,77, High & Average+
3471,Cote,77,LB,Normal,5000.0,3,3,H \ L,67,54,74,73,77,69,4,414,1992,CA Osasuna,LaLiga Santander,Spain,182,77, Lean
3472,Oscar De Marcos Arana,77,RB,Normal,1800.0,4,3,H \ M,82,64,74,76,70,78,17,444,2080,Athletic Club,LaLiga Santander,Spain,182,78, Lean
3473,Oier Sanjurjo Maté,77,CDM,Normal,1500.0,2,2,M \ H,61,64,72,69,74,74,12,414,1960,CA Osasuna,LaLiga Santander,Spain,178,72, Average
3474,Sebastián Blanco,77,LM,Normal,1500.0,3,5,H \ M,75,75,74,77,33,72,20,406,1966,Portland Timbers,Major League Soccer,Argentina,168,68, Short & Lean-
3475,Juraj Kucka,77,CM,Normal,7900.0,3,4,H \ M,58,74,73,74,77,87,37,443,2156,Watford,Premier League,Slovakia,186,84, High & Average
3477,Leandro Cabrera,77,CB,Normal,1700.0,2,2,L \ H,59,45,59,58,78,82,25,381,1793,RCD Espanyol,LaLiga Santander,Uruguay,190,82, High & Average
3478,Christopher Trimmel,77,RWB,Normal,1800.0,3,3,H \ M,72,65,73,68,74,80,13,432,2023,Union Berlin,Bundesliga,Austria,189,82, High & Average
3479,Martin Braithwaite,77,ST,Normal,1500.0,4,4,M \ M,80,76,72,79,35,74,710,416,1992,FC Barcelona,LaLiga Santander,Denmark,177,73, Average
3480,Germán Pezzella,77,CB,Normal,5000.0,2,3,M \ M,54,49,47,57,79,73,19,359,1665,Real Betis,LaLiga Santander,Argentina,186,81, High & Average
3481,Hugo Mallo Novegil,77,RB,Normal,1400.0,3,3,M \ M,66,39,68,67,74,74,11,388,1836,RC Celta,LaLiga Santander,Spain,173,69, Average
3482,Craig Dawson,77,CB,Normal,2400.0,2,2,L \ M,51,47,59,57,79,76,19,369,1771,West Ham,Premier League,England,188,77, High & Average
3483,Andros Townsend,77,RM,Normal,1400.0,4,4,H \ H,77,74,75,79,38,67,59,410,1976,Everton,Premier League,England,178,73, Average
3484,Aaron Mooy,77,CM,Normal,2000.0,3,3,M \ M,63,72,78,75,69,76,62,433,2103,Shanghai SIPG,Chinese FA Super L. (CHN 1),Australia,175,68, Average
3485,Willian José da Silva,77,ST,Normal,2700.0,4,4,M \ L,62,78,66,74,40,80,16,400,1909,Real Betis,LaLiga Santander,Brazil,189,91, High & Average
3486,Marco Davide Faraoni,77,RWB,Normal,1900.0,3,3,H \ H,74,71,73,74,70,76,14,438,2107,Hellas Verona,Serie A TIM,Italy,180,71, Average
3487,James Tavernier,77,RB,Normal,2000.0,3,3,H \ M,83,71,74,75,72,78,144,453,2165,Rangers,Scottish Premiership (SPFL),England,180,75, High & Average+
3489,Daniel Caligiuri,77,RM,Normal,1500.0,3,4,M \ H,66,74,78,75,71,76,37,440,2145,FC Augsburg,Bundesliga,Italy,182,80, Average
3490,Florian Lejeune,77,CB,Normal,1500.0,2,3,M \ H,45,57,61,66,78,76,12,383,1827,D. Alavés,LaLiga Santander,France,189,81, High & Average
3491,Josuha Guilavogui,77,CDM,Normal,1600.0,2,3,M \ H,67,59,65,65,80,78,19,414,1945,VfL Wolfsburg,Bundesliga,France,188,77, High & Average
3492,Celso Ortiz,77,CDM,Normal,1500.0,3,2,M \ H,64,55,67,72,73,77,2,408,1927,Rayados,LIGA BBVA MX (MEX 1),Paraguay,174,74, Average
3493,Rogelio Funes Mori,77,ST,Normal,7500.0,4,4,H \ M,77,77,68,74,43,81,26,420,2008,Rayados,LIGA BBVA MX (MEX 1),Mexico,186,78, High & Average+
3494,Mathew Ryan,77,GK,Normal,1600.0,1,4,M \ M,77,75,82,79,53,76,34,442,1029,Real Sociedad,LaLiga Santander,Australia,184,82, Average
3495,Vincent Aboubakar,77,ST,Normal,1400.0,4,4,H \ M,75,75,71,78,36,80,73,415,1980,Al Nassr,MBS Pro League (SAU 1),Cameroon,184,82, Stocky
3496,Connor Goldson,77,CB,Normal,1500.0,2,2,M \ M,69,50,62,66,76,82,20,405,1844,Rangers,Scottish Premiership (SPFL),England,191,85, High & Average
3497,Matz Sels,77,GK,Normal,1500.0,1,2,M \ M,76,75,75,76,36,76,9,414,914,Strasbourg,Ligue 1,Belgium,190,88, High & Average
3498,Marco Bizot,77,GK,Normal,1500.0,1,2,M \ M,80,74,69,77,46,75,4,421,930,Stade Brestois 29,Ligue 1,Netherlands,193,83, High & Average
3499,Sebastian Rode,77,CDM,Normal,2000.0,3,3,H \ H,60,64,71,73,76,77,33,421,2022,Frankfurt,Bundesliga,Germany,179,71, Average
3500,Nacer Chadli,77,LM,Normal,1500.0,4,4,H \ M,74,75,75,79,56,78,34,437,2074,Başakşehir,Süper Lig (TUR 1),Belgium,187,85, High & Average
3503,Faouzi Ghoulam,77,LB,Normal,1700.0,3,4,H \ M,71,64,76,76,75,69,22,431,2078,Napoli,Serie A TIM,Algeria,184,80, Average
3504,David López Silva,77,CB,Normal,3000.0,2,3,M \ H,56,58,66,65,78,76,10,399,1894,RCD Espanyol,LaLiga Santander,Spain,183,81, Average
3505,Stuart Armstrong,77,RM,Normal,1400.0,3,4,H \ H,73,77,75,76,65,72,27,438,2090,Southampton,Premier League,Scotland,183,75, Average
3506,Jérôme Roussillon,77,LB,Normal,7400.0,3,3,H \ M,88,65,72,78,73,73,631,449,2090,VfL Wolfsburg,Bundesliga,France,175,80, Average
3508,Gregoire Defrel,77,CAM,Normal,1300.0,4,3,H \ M,82,77,68,81,36,51,38,395,1882,Sassuolo,Serie A TIM,France,179,77, Lean
3509,Dimitri Foulquier,77,RB,Normal,1400.0,3,3,M \ M,77,63,70,73,73,77,9,433,1985,Valencia CF,LaLiga Santander,France,183,78, Lean
3510,Jamaal Lascelles,77,CB,Normal,1600.0,2,3,L \ M,58,35,51,56,77,79,13,356,1636,Newcastle Utd,Premier League,England,188,83, High & Average
3512,Jan Bořil,77,LB,Normal,1400.0,3,5,H \ H,75,60,72,72,74,82,12,435,2072,Slavia Praha,Česká Liga (CZE 1),Czech Republic,175,75, Stocky
3513,Luís Carlos Novo Neto,77,CB,Normal,1600.0,2,3,L \ M,65,37,56,57,79,73,33,367,1766,Sporting CP,Liga NOS (POR 1),Portugal,185,73, High & Average+
3514,Carlos Clerc Martínez,77,LB,Normal,1400.0,3,2,H \ M,87,58,71,76,70,73,25,435,2019,Levante UD,LaLiga Santander,Spain,182,69, Lean
3515,Paulo Gazzaniga,77,GK,Normal,1300.0,1,3,M \ M,79,75,85,79,64,76,14,458,1134,Fulham,EFL Championship (ENG 2),Argentina,196,90, High & Average+
3516,Sam Johnstone,77,GK,Normal,1500.0,1,3,M \ M,79,74,70,79,42,76,38,420,897,West Brom,EFL Championship (ENG 2),England,193,85, High & Average
3517,Yunis Abdelhamid,77,CB,Normal,3500.0,2,3,L \ M,33,33,56,65,78,83,22,348,1661,Stade de Reims,Ligue 1,Morocco,190,83, High & Average
3518,Leandro Trossard,77,LM,Normal,1600.0,4,4,H \ M,82,76,74,80,30,61,63,403,1966,Brighton,Premier League,Belgium,172,67, Average
3519,Carlos Bacca,77,ST,Normal,1500.0,3,3,M \ L,67,75,64,75,33,65,27,379,1848,Granada CF,LaLiga Santander,Colombia,181,77, Stocky
3520,Yussuf Poulsen,77,ST,Normal,35000.0,3,3,M \ H,82,70,67,73,56,81,47,429,1993,RB Leipzig,Bundesliga,Denmark,192,84, High & Average+
3521,Bertrand Traoré,77,RM,Normal,1500.0,4,1,M \ L,78,73,73,82,45,66,155,417,1991,Aston Villa,Premier League,Burkina Faso,181,73, Lean
3522,Joël Veltman,77,CB,Normal,30000.0,2,4,M \ M,64,49,66,69,79,76,28,403,1884,Brighton,Premier League,Netherlands,184,75, Average
3523,Anastasios Bakasetas,77,CAM,Normal,10000.0,3,4,H \ L,71,77,75,77,47,75,31,422,2031,Trabzonspor,Süper Lig (TUR 1),Greece,181,78, Average
3524,Óliver Torres Muñoz,77,CM,Normal,1400.0,3,4,H \ M,63,67,78,82,63,54,19,407,1999,Sevilla FC,LaLiga Santander,Spain,175,70, Average
3525,Romarinho,77,CAM,Normal,1400.0,4,4,H \ M,86,75,71,80,30,64,208,406,1945,Al Ittihad,MBS Pro League (SAU 1),Brazil,174,69, Lean
3526,Bruno da Silva Peres,77,RB,Normal,1500.0,3,2,H \ L,84,64,69,75,70,69,88,431,2053,Trabzonspor,Süper Lig (TUR 1),Brazil,178,72, Average
3527,Elseid Hysaj,77,LB,Normal,2400.0,3,3,M \ M,75,51,66,73,75,72,19,412,1894,SS Lazio,Serie A TIM,Albania,182,70, Average
3528,Daniele Rugani,77,CB,Normal,1500.0,2,3,L \ M,59,40,55,63,79,72,23,368,1716,Piemonte Calcio,Serie A TIM,Italy,190,84, High & Average+
3529,André Gomes,77,CM,Normal,2100.0,4,4,L \ M,54,67,76,76,69,74,22,416,2029,Everton,Premier League,Portugal,188,84, High & Average+
3530,Neal Maupay,77,ST,Normal,1700.0,3,4,M \ M,77,78,67,73,41,71,49,407,1951,Brighton,Premier League,France,173,69, Average
3531,Camilo Vargas,77,GK,Normal,1500.0,1,3,M \ M,76,72,69,78,44,75,11,414,948,Atlas,LIGA BBVA MX (MEX 1),Colombia,187,82, High & Average+
3532,Yannick Gerhardt,77,CM,Normal,25000.0,3,3,M \ M,64,71,75,75,72,76,24,433,2041,VfL Wolfsburg,Bundesliga,Germany,184,81, Average
3533,Arthur Masuaku,77,LWB,Normal,28500.0,4,2,H \ M,80,63,72,79,70,70,77,434,2040,West Ham,Premier League,Congo DR,179,70, Average
3534,Leander Dendoncker,77,CM,Normal,70000.0,2,4,H \ H,61,72,77,71,78,82,23,441,2114,Wolves,Premier League,Belgium,189,88, High & Average
3536,Frank Acheampong,77,LW,Normal,5500.0,4,3,H \ L,94,76,68,81,49,77,428,445,2055,Shenzhen Kaisa,Chinese FA Super L. (CHN 1),Ghana,170,60, Short & Lean-
3537,Mohamed Elneny,77,CDM,Normal,8000.0,3,3,M \ H,56,64,73,70,73,74,91,410,1975,Arsenal,Premier League,Egypt,181,74, Lean
3538,Alex Iwobi,77,RM,Normal,10000.0,4,3,H \ M,77,64,72,80,38,68,22,399,1833,Everton,Premier League,Nigeria,185,75, High & Average
3540,Gustavo Cuéllar,77,CDM,Normal,1500.0,3,3,M \ H,71,51,67,68,75,81,20,413,1935,Al Hilal,MBS Pro League (SAU 1),Colombia,176,75, Average
3541,Jean-Philippe Gbamin,77,CDM,Normal,1600.0,3,3,M \ M,73,57,73,73,77,77,31,430,2016,Everton,Premier League,Côte d'Ivoire,186,83, High & Average
3542,Matías Kranevitter,77,CDM,Normal,3000.0,3,3,L \ M,70,49,71,71,73,77,13,411,1924,Rayados,LIGA BBVA MX (MEX 1),Argentina,178,67, Average
3543,Iván Marcone,77,CDM,Normal,1700.0,3,3,L \ H,47,63,71,71,73,80,8,405,1954,Elche CF,LaLiga Santander,Argentina,182,79, Average
3544,Milton Casco,77,LB,Libertadores,1600.0,3,5,H \ M,83,67,72,80,70,78,26,450,2148,River Plate,CONMEBOL Libertadores,Argentina,170,69, Short & Lean-
3545,Fabrizio Angileri,77,LB,Libertadores,1600.0,3,3,H \ H,80,68,74,74,70,79,22,445,2109,River Plate,CONMEBOL Libertadores,Argentina,184,84, Average
3546,Serhou Guirassy,77,ST,Normal,2300.0,3,3,H \ M,71,77,66,75,38,76,17,403,1932,Rennes,Ligue 1,France,187,82, High & Average
3547,Bartłomiej Drągowski,77,GK,Normal,1500.0,1,2,M \ M,79,73,70,80,44,77,58,423,913,Fiorentina,Serie A TIM,Poland,188,74, High & Average
3548,Ihlas Bebou,77,ST,Normal,2700.0,4,3,H \ M,90,75,68,80,34,64,342,411,1911,TSG Hoffenheim,Bundesliga,Togo,184,80, High & Average
3549,Stanislav Lobotka,77,CM,Normal,3700.0,4,4,M \ H,63,63,76,78,69,64,16,413,1983,Napoli,Serie A TIM,Slovakia,170,64, Short & Lean-
3550,Maximilian Philipp,77,CF,Normal,2000.0,3,4,M \ M,78,79,71,79,42,64,30,413,1965,VfL Wolfsburg,Bundesliga,Germany,183,79, Lean
3551,Rúben Semedo,77,CB,Normal,3700.0,2,3,M \ H,69,52,55,66,78,79,-77,399,1818,Olympiacos CFP,Hellas Liga (GRE 1),Portugal,189,84, High & Average
3552,José Luis Palomino,77,CB,Normal,10000.0,2,3,L \ M,46,32,55,59,79,81,13,352,1643,Atalanta BC,Serie A TIM,Argentina,188,87, High & Average
3553,Théo Bongonda,77,LW,Normal,5000.0,4,3,M \ M,80,71,72,82,33,61,30,399,1925,KRC Genk,1A Pro League (BEL 1),Belgium,177,73, Lean
3554,Matt Targett,77,LB,Normal,2700.0,3,2,H \ M,74,46,72,72,73,68,8,405,1913,Aston Villa,Premier League,England,183,70, Average
3555,Guillermo Maripán,77,CB,Normal,1500.0,2,2,H \ H,34,41,54,51,78,80,34,338,1581,AS Monaco,Ligue 1,Chile,193,83, High & Average
3556,Gonzalo Escalante,77,CDM,Normal,5900.0,3,3,M \ H,66,67,72,72,75,75,4,427,2041,SS Lazio,Serie A TIM,Argentina,182,76, Average
3557,Jeremías Conan Ledesma,77,GK,Normal,1800.0,1,2,M \ M,78,77,67,80,46,74,54,422,869,Cádiz CF,LaLiga Santander,Argentina,186,83, High & Stocky
3558,Luca Waldschmidt,77,CF,Normal,4900.0,3,3,H \ M,74,80,70,76,29,62,30,391,1894,VfL Wolfsburg,Bundesliga,Germany,181,74, Lean
3560,Hassane Kamara,77,LB,Normal,2500.0,3,3,H \ M,88,61,69,76,71,76,134,441,2029,OGC Nice,Ligue 1,Côte d'Ivoire,168,67, Short & Lean-
3561,Mattia Zaccagni,77,CF,Normal,2500.0,4,4,H \ M,78,71,75,80,60,68,31,432,2008,SS Lazio,Serie A TIM,Italy,177,63, Lean
3562,Saïd Benrahma,77,CAM,Normal,10000.0,4,4,H \ M,77,72,73,81,38,54,96,395,1897,West Ham,Premier League,Algeria,172,67, Average
3563,Mislav Oršić,77,LM,Normal,1400.0,3,4,H \ H,90,82,71,77,56,62,190,438,2110,Dinamo Zagreb,Liga Hrvatska (CRO 1),Croatia,179,69, Lean
3564,Breel Embolo,77,ST,Normal,25750.0,3,4,M \ H,85,73,70,74,51,82,64,435,2011,M'gladbach,Bundesliga,Switzerland,187,88, High & Stocky
3565,Unai López Cabrera,77,CM,Normal,19250.0,3,3,H \ M,73,72,78,79,68,70,12,440,2101,Rayo Vallecano,LaLiga Santander,Spain,170,69, Short & Lean-
3566,Zinedine Ferhat,77,LM,Normal,37500.0,4,4,H \ L,81,64,76,76,31,70,36,398,1876,Nîmes Olympique,Ligue 2 (FRA 2),Algeria,183,70, Average
3568,Jonas Omlin,77,GK,Normal,17500.0,1,4,M \ M,77,75,73,79,50,75,15,429,1024,Montpellier,Ligue 1,Switzerland,189,80, High & Average
3569,Paul Bernardoni,77,GK,Normal,28500.0,1,2,M \ M,78,74,73,82,29,77,18,413,824,Angers SCO,Ligue 1,France,190,78, High & Average
3570,Joachim Andersen,77,CB,Normal,24000.0,2,3,M \ M,58,47,63,59,77,78,-4,382,1784,Crystal Palace,Premier League,Denmark,192,90, High & Average
3574,Gaetano Castrovilli,77,CM,Normal,24000.0,4,3,H \ M,74,65,75,82,66,68,12,430,1999,Fiorentina,Serie A TIM,Italy,179,72, Lean
3575,Mason Holgate,77,CB,Normal,10000.0,3,3,M \ M,73,43,69,69,78,77,28,409,1901,Everton,Premier League,England,184,75, Lean
3576,Ellyes Skhiri,77,CDM,Normal,1500.0,3,3,M \ H,58,69,69,73,77,73,34,419,2027,1. FC Köln,Bundesliga,Tunisia,185,73, High & Average+
3577,Nadiem Amiri,77,CAM,Normal,9900.0,4,3,H \ H,68,73,78,82,50,67,-7,418,2006,Leverkusen,Bundesliga,Germany,180,77, Average
3578,Benjamin Verbič,77,LM,Normal,1400.0,4,3,H \ M,82,72,72,79,45,71,29,421,1980,Dynamo Kyiv,Ukrayina Liha (UKR 1),Slovenia,179,70, Average
3579,Rubén Duarte Sánchez,77,LB,Normal,1500.0,2,2,M \ M,66,36,65,67,77,69,16,380,1806,D. Alavés,LaLiga Santander,Spain,180,75, Average
3580,Melero,77,CM,Normal,2200.0,3,3,M \ M,63,76,74,72,73,76,5,434,2098,Levante UD,LaLiga Santander,Spain,183,77, Average
3581,Braian Romero,77,ST,Libertadores,1500.0,3,2,H \ H,90,77,69,76,50,72,28,434,2035,River Plate,CONMEBOL Libertadores,Argentina,178,73, Lean
3582,Moussa Marega,77,ST,Normal,1500.0,3,3,H \ H,87,77,61,65,39,89,117,418,1920,Al Hilal,MBS Pro League (SAU 1),Mali,183,83, Stocky
3583,Kyle Walker-Peters,77,RB,Normal,2000.0,3,4,H \ M,76,38,68,75,73,68,20,398,1845,Southampton,Premier League,England,174,64, Lean
3584,Rob Holding,77,CB,Normal,1700.0,2,3,L \ H,57,34,60,65,79,75,28,370,1721,Arsenal,Premier League,England,189,75, High & Average+
3585,Alfonso Pedraza Sag,77,LB,Normal,2000.0,3,2,H \ M,78,72,70,75,73,77,5,445,2078,Villarreal CF,LaLiga Santander,Spain,184,73, Lean
3586,Matheus Pereira,77,CAM,Normal,2600.0,4,3,H \ M,79,74,75,80,39,63,53,410,1972,Al Hilal,MBS Pro League (SAU 1),Brazil,175,74, Lean
